#{"t_start": 1782713038.075612, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,255,42.139232
0.0,377,46.227541
0.0,775,54.896831
0.0,551,60.991824
0.0,1173,73.723299
0.0,556,79.656135
0.0,534,85.40291
0.0,373,89.56063
0.0,543,95.704168
0.0,625,102.542988
0.0,490,108.148505
0.0,495,572.690929
0.0,506,1178.796086
0.0,842,2207.397222
0.0,391,2554.642383
0.0,355,2856.68615
0.0,598,3379.40757
0.0,1525,4826.517071
0.0,291,5215.516999
0.0,590,5694.200772
0.0,585,6381.800216
0.0,650,7136.022023
0.0,562,7725.761516
0.0,299,8150.246313
0.0,586,8761.196761
0.0,324,9185.507769
0.0,650,9897.301604
0.0,639,10606.893919
0.0,704,11322.49033
0.0,732,12170.797619
0.0,294,12463.199142
0.0,464,13039.901993
0.0,341,13462.517516
0.0,371,13772.443082
0.0,324,14196.498673
0.0,740,15028.916321
0.0,383,15447.036247
0.0,676,16082.395471
0.0,575,16780.184735
0.0,577,17488.575294
0.0,201,17855.230341
0.0,420,18239.916606
0.0,392,18643.344265
0.0,351,19062.693245
0.0,756,19931.152303
0.0,242,20091.043116
0.0,293,20507.412851
