#{"t_start": 1782713038.8765688, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,432,43.309356
0.0,625,50.301471
0.0,344,54.016827
0.0,463,59.147958
0.0,435,63.727119
0.0,1057,75.411256
0.0,444,80.204842
0.0,391,84.408095
0.0,576,90.919804
0.0,591,97.182559
0.0,991,108.609967
0.0,588,726.124199
0.0,349,1174.013199
0.0,322,1486.297344
0.0,782,2363.997342
0.0,805,3074.563589
0.0,415,3458.969511
0.0,629,4089.388632
0.0,527,4563.614712
0.0,428,4974.014408
0.0,749,5693.501502
0.0,416,6086.294871
0.0,1081,7426.611439
0.0,437,7882.917152
0.0,651,8596.026058
0.0,926,9750.011206
0.0,905,10742.503943
0.0,431,11174.125589
0.0,804,12031.523981
0.0,355,12460.139053
0.0,780,13326.19051
0.0,499,13896.903748
0.0,444,14480.114205
0.0,444,14904.194079
0.0,819,15687.147718
0.0,394,16262.804614
0.0,213,16408.412563
0.0,269,16654.827542
0.0,360,17141.566878
0.0,490,17859.329628
0.0,233,18107.20762
0.0,511,18640.116762
0.0,579,19212.61688
0.0,417,19774.511394
0.0,588,20375.204692
0.0,473,20875.707846
