#{"t_start": 1782713037.8981614, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,245,42.199894
0.0,476,47.3958
0.0,679,54.974679
0.0,424,59.790222
0.0,478,64.778131
0.0,430,69.60217
0.0,418,74.083978
0.0,924,84.017728
0.0,534,90.215052
0.0,302,93.409731
0.0,463,98.271033
0.0,563,104.823202
0.0,328,418.472012
0.0,337,873.503125
0.0,462,1346.174985
0.0,995,2436.043638
0.0,444,2854.923895
0.0,572,3375.70471
0.0,576,3930.705749
0.0,627,4441.112761
0.0,386,4827.987343
0.0,458,5334.695832
0.0,438,5697.098497
0.0,853,6709.828354
0.0,329,7133.980499
0.0,523,7720.309363
0.0,554,8281.090895
0.0,599,9037.072244
0.0,299,9339.31498
0.0,394,9758.868046
0.0,389,10192.594817
0.0,389,10614.477756
0.0,731,11465.175723
0.0,403,11888.885258
0.0,921,12897.189592
0.0,385,13328.990056
0.0,694,14193.764226
0.0,684,14905.981667
0.0,322,15315.143324
0.0,376,15670.572063
0.0,488,16085.979756
0.0,559,16782.001921
0.0,636,17716.887545
0.0,628,18367.025862
0.0,293,18643.093171
0.0,606,19334.235003
0.0,772,20231.989987
0.0,652,20875.393191
