#{"t_start": 1782713037.274673, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,881,49.828281
0.0,560,56.190851
0.0,524,61.837962
0.0,863,71.319956
0.0,618,77.750916
0.0,283,81.125836
0.0,852,90.272544
0.0,401,94.575357
0.0,733,102.704398
0.0,361,107.041441
0.0,293,110.351118
0.0,289,416.72248
0.0,714,1179.798808
0.0,318,1634.79999
0.0,809,2437.292721
0.0,545,2863.36035
0.0,652,3465.745352
0.0,247,3694.603847
0.0,317,4091.109402
0.0,487,4562.602803
0.0,360,4967.999249
0.0,305,5218.595488
0.0,408,5566.833934
0.0,2614,8589.926932
0.0,454,9042.711195
0.0,539,9620.704071
0.0,545,10317.547542
0.0,817,11169.219199
0.0,435,11611.83492
0.0,269,11892.408877
0.0,541,12599.328388
0.0,735,13330.019109
0.0,482,13898.548879
0.0,856,14902.702328
0.0,335,15193.412232
0.0,704,15922.85551
0.0,464,16522.606417
0.0,493,16978.518181
0.0,387,17494.557609
0.0,425,18109.308328
0.0,661,18783.317983
0.0,641,19487.214567
0.0,285,19787.596725
0.0,522,20377.055443
