#{"t_start": 1782713037.6696541, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,464,44.899848
0.0,361,48.847345
0.0,348,52.817758
0.0,360,56.743562
0.0,510,62.238906
0.0,1595,79.549394
0.0,1058,91.233903
0.0,505,96.706326
0.0,638,103.80976
0.0,491,109.623041
0.0,1009,1180.314502
0.0,709,2067.805928
0.0,443,2440.61148
0.0,243,2660.317071
0.0,330,2975.229574
0.0,286,3234.735073
0.0,742,3935.243174
0.0,230,4194.307878
0.0,488,4569.397322
0.0,411,5076.400173
0.0,365,5462.297579
0.0,460,5798.439644
0.0,542,6386.360609
0.0,411,6979.009479
0.0,500,7571.717568
0.0,594,8156.027985
0.0,353,8591.928427
0.0,308,8902.925774
0.0,783,9763.817258
0.0,302,10186.206906
0.0,887,11165.8075
0.0,353,11471.195638
0.0,608,12173.549972
0.0,440,12747.200287
0.0,252,13033.816907
0.0,588,13613.213935
0.0,380,14039.223947
0.0,314,14481.438911
0.0,508,15027.10278
0.0,638,15671.715476
0.0,374,16073.798778
0.0,403,16525.309202
0.0,477,16977.626176
0.0,736,17994.43602
0.0,382,18374.028389
0.0,213,18641.627861
0.0,400,19067.217895
0.0,567,19643.230352
0.0,467,20238.298419
0.0,430,20639.221255
