#{"t_start": 1782713037.5037332, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,546,45.985137
0.0,275,48.98314
0.0,501,54.517685
0.0,348,58.610351
0.0,408,62.909401
0.0,986,73.326747
0.0,609,80.071054
0.0,613,86.977977
0.0,839,96.1307
0.0,456,101.098658
0.0,585,107.964657
0.0,169,109.837206
0.0,660,873.675094
0.0,281,1175.59393
0.0,629,1920.274412
0.0,409,2359.808408
0.0,671,2861.976687
0.0,220,3078.129595
0.0,563,3587.569431
0.0,236,3808.170082
0.0,327,4195.373748
0.0,767,4969.776066
0.0,623,5560.493901
0.0,849,6385.885277
0.0,762,7282.270879
0.0,731,8153.2721
0.0,787,9042.377434
0.0,570,9622.974009
0.0,220,9907.678767
0.0,513,10471.067659
0.0,551,11164.983046
0.0,652,11882.672982
0.0,575,12461.395778
0.0,379,12893.93331
0.0,498,13468.781916
0.0,620,14194.47973
0.0,223,14481.370041
0.0,316,14764.307457
0.0,560,15328.383405
0.0,339,15682.695988
0.0,561,16277.60147
0.0,541,16968.042845
0.0,376,17484.971516
0.0,917,18510.409021
0.0,532,19066.687634
0.0,884,20081.376275
0.0,595,20640.706126
