#{"t_start": 1782713039.3943408, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,897,48.219919
0.0,668,55.508119
0.0,436,60.08151
0.0,466,65.206026
0.0,209,67.29476
0.0,632,74.173258
0.0,1148,86.742081
0.0,845,96.112276
0.0,487,101.48867
0.0,670,872.277056
0.0,454,1343.974347
0.0,602,2066.503654
0.0,413,2436.420679
0.0,994,3373.905381
0.0,348,3682.413958
0.0,424,4090.391264
0.0,742,4821.105781
0.0,256,5075.293034
0.0,438,5467.891
0.0,903,6384.44248
0.0,808,7423.184083
0.0,862,8286.096742
0.0,251,8593.589798
0.0,229,8896.024855
0.0,263,9190.887818
0.0,434,9749.186751
0.0,476,10191.152954
0.0,264,10471.000565
0.0,1277,11889.585433
0.0,470,12458.592633
0.0,760,13321.681516
0.0,239,13605.9837
0.0,809,14486.701862
0.0,334,14899.073992
0.0,475,15326.72294
0.0,348,15682.048244
0.0,466,16264.296293
0.0,526,16782.889395
0.0,329,17141.738099
0.0,482,17862.111588
0.0,447,18365.912984
0.0,1162,19633.203884
0.0,698,20374.89975
