#{"t_start": 1782685234.0694127, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,360,42.0467
0.0,360,45.911089
0.0,734,53.933527
0.0,637,60.821305
0.0,554,66.917055
0.0,325,70.510442
0.0,528,76.231862
0.0,407,80.462445
0.0,772,88.917098
0.0,352,92.65475
0.0,794,101.439948
0.0,241,271.428857
0.0,302,735.411671
0.0,389,1237.298355
0.0,252,1572.207004
0.0,201,1746.896137
0.0,334,2242.307468
0.0,382,2730.910958
0.0,337,3209.212979
0.0,226,3373.867668
0.0,567,4157.138288
0.0,245,4445.429481
0.0,317,4769.512484
0.0,440,5377.826658
0.0,396,5811.215075
0.0,363,6119.8292
0.0,428,6719.613144
0.0,299,7028.315438
0.0,292,7359.652108
0.0,229,7675.735492
0.0,244,7991.831791
0.0,312,8458.73585
0.0,301,8776.237537
0.0,356,9238.233233
0.0,334,9543.951021
0.0,315,9985.123615
0.0,455,10445.00877
0.0,203,10727.696707
0.0,229,11012.906276
0.0,378,11420.606787
0.0,216,11573.867132
0.0,400,12090.928734
0.0,248,12377.422982
0.0,251,12680.020259
0.0,355,13130.217873
0.0,509,13724.206369
0.0,238,14042.041162
0.0,213,14315.329409
0.0,297,14595.919281
0.0,279,14848.110885
0.0,252,15117.627414
0.0,370,15511.810494
0.0,385,15913.346223
0.0,428,16278.819268
0.0,252,16534.913045
0.0,285,16919.224959
0.0,369,17219.813534
0.0,237,17523.437375
0.0,237,17823.496779
0.0,453,18384.417875
0.0,268,18643.301749
0.0,278,18949.004542
0.0,209,19257.644696
0.0,383,19701.813295
0.0,262,20005.829717
0.0,293,20285.041589
0.0,318,20571.53035
0.0,291,20999.512205
0.0,645,21811.90543
0.0,361,22281.639704
0.0,501,22749.03676
0.0,455,23307.799214
0.0,669,24035.108038
0.0,222,24333.407522
0.0,356,24779.820005
