#{"t_start": 1782685233.5982664, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,262,41.623753
0.0,281,44.627377
0.0,672,51.691707
0.0,776,60.163548
0.0,716,68.275674
0.0,494,73.634014
0.0,691,80.828
0.0,637,87.692554
0.0,697,95.184985
0.0,816,104.475235
0.0,456,578.173393
0.0,397,1073.691557
0.0,241,1407.478914
0.0,373,1913.989293
0.0,294,2244.899819
0.0,222,2570.50952
0.0,453,3209.574203
0.0,223,3374.242579
0.0,415,4009.815823
0.0,270,4296.571267
0.0,308,4607.487642
0.0,333,5071.181944
0.0,202,5232.075672
0.0,344,5661.297339
0.0,260,5967.797987
0.0,496,6570.380641
0.0,604,7351.513387
0.0,555,7990.874797
0.0,400,8462.075372
0.0,211,8774.521084
0.0,221,8933.277019
0.0,645,9692.103752
0.0,307,10134.793169
0.0,292,10444.286964
0.0,289,10732.408367
0.0,261,11021.336902
0.0,392,11434.888812
0.0,293,11914.579053
0.0,303,12230.694258
0.0,418,12680.275951
0.0,283,13121.904323
0.0,314,13426.485051
0.0,272,13724.771504
0.0,350,14177.068768
0.0,347,14591.027391
0.0,385,14974.007364
0.0,311,15264.170552
0.0,307,15518.209105
0.0,515,16055.884202
0.0,314,16393.388337
0.0,179,16535.088515
0.0,288,16919.599784
0.0,245,17060.391641
0.0,436,17667.19474
0.0,381,18123.784908
0.0,330,18395.860629
0.0,424,18945.574419
0.0,329,19268.702476
0.0,351,19708.836009
0.0,470,20283.300745
0.0,304,20567.774977
0.0,197,20861.972829
0.0,330,21165.700891
0.0,297,21644.19811
0.0,180,21814.773433
0.0,364,22286.575259
0.0,289,22597.935217
0.0,377,23035.205836
0.0,189,23184.076822
0.0,561,23885.977154
0.0,294,24183.420826
0.0,667,24945.376935
