#{"t_start": 1782685234.9694328, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,693,44.767214
0.0,541,50.476327
0.0,551,56.454179
0.0,542,62.46521
0.0,367,66.750145
0.0,522,72.406447
0.0,1452,87.911586
0.0,933,97.946725
0.0,375,431.022523
0.0,227,739.598278
0.0,321,1235.101995
0.0,186,1406.996575
0.0,460,2075.002935
0.0,473,2571.517601
0.0,261,2889.334283
0.0,427,3526.001226
0.0,466,4017.095499
0.0,197,4297.814686
0.0,227,4604.51347
0.0,413,5074.614907
0.0,286,5385.216808
0.0,447,5964.832022
0.0,334,6271.619794
0.0,359,6720.738008
0.0,463,7352.529147
0.0,361,7828.020495
0.0,212,7991.723279
0.0,394,8461.860619
0.0,229,8775.722492
0.0,293,9088.798086
0.0,259,9392.524113
0.0,242,9690.440329
0.0,193,9984.337509
0.0,341,10288.605847
0.0,304,10726.122789
0.0,225,11009.134708
0.0,331,11283.410738
0.0,396,11742.026161
0.0,240,12085.210533
0.0,361,12526.004518
0.0,216,12819.106244
0.0,372,13269.706128
0.0,712,14044.138855
0.0,474,14593.123055
0.0,352,14972.636595
0.0,507,15504.953729
0.0,335,15770.913036
0.0,231,16048.475995
0.0,300,16277.363982
0.0,321,16671.213869
0.0,298,16926.521293
0.0,652,17670.443367
0.0,195,17971.118024
0.0,288,18270.432177
0.0,259,18503.417098
0.0,707,19403.022424
0.0,463,19863.819258
0.0,221,20145.725655
0.0,254,20434.313478
0.0,314,20719.706939
0.0,231,21005.136034
0.0,532,21654.812685
0.0,402,22147.240753
0.0,266,22592.109682
0.0,389,23028.83657
0.0,320,23307.50796
0.0,882,24332.508462
