#{"t_start": 1782659226.7884345, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,727,80.043704
0.0,518,85.705427
0.0,474,90.717499
0.0,377,94.922245
0.0,285,97.98348
0.0,578,104.402189
0.0,302,107.587795
0.0,221,109.885405
0.0,467,114.752768
0.0,689,122.527036
0.0,426,127.007586
0.0,225,129.490742
0.0,556,135.189831
0.0,303,138.695266
0.0,483,553.682529
0.0,231,820.678398
0.0,497,1338.515645
0.0,337,1735.093957
0.0,345,1998.480284
0.0,515,2542.990226
0.0,368,2963.481402
0.0,390,3401.678866
0.0,199,3687.294904
0.0,338,3958.381854
0.0,262,4236.499913
0.0,381,4658.496727
0.0,305,5061.515781
0.0,316,5346.883736
0.0,497,5904.317743
0.0,214,6181.080091
0.0,282,6469.014076
0.0,359,6893.792619
0.0,307,7217.476859
0.0,463,7775.187183
0.0,242,8068.593442
0.0,328,8351.493282
0.0,369,8773.281794
0.0,444,9340.913638
0.0,402,9775.808586
0.0,234,10068.782638
0.0,400,10489.002641
0.0,206,10639.577212
0.0,234,10903.309324
0.0,475,11473.194847
0.0,276,11749.191721
0.0,349,12173.483489
0.0,320,12462.302271
0.0,511,13025.691398
0.0,367,13458.882609
0.0,371,13892.743425
0.0,385,14324.378573
0.0,452,14882.826409
0.0,447,15305.817085
0.0,267,15582.28973
0.0,265,15871.791692
0.0,410,16300.679298
0.0,245,16584.910695
0.0,255,16882.483516
0.0,236,17173.925058
0.0,234,17466.29955
0.0,201,17751.578573
0.0,256,18041.409265
0.0,406,18468.896472
0.0,212,18620.90185
0.0,391,19040.186868
0.0,230,19337.477185
0.0,318,19738.899709
0.0,312,19943.91326
0.0,529,20411.916488
0.0,319,20780.077868
0.0,295,21054.590942
0.0,570,21761.993665
0.0,197,21903.342003
0.0,264,22162.545392
0.0,279,22447.347907
0.0,299,22858.595417
0.0,208,23011.600884
0.0,249,23298.488037
0.0,209,23585.583585
0.0,738,24440.610261
0.0,258,24735.279328
