#{"t_start": 1782659223.9021702, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,774,83.604295
0.0,699,90.981951
0.0,497,96.381433
0.0,670,103.678773
0.0,709,111.420884
0.0,705,118.901468
0.0,887,128.519704
0.0,271,131.39827
0.0,615,137.896583
0.0,665,818.49452
0.0,349,1070.292808
0.0,427,1601.028073
0.0,210,1742.539984
0.0,575,2388.667557
0.0,417,2830.596109
0.0,405,3255.178744
0.0,495,3838.292857
0.0,285,4099.569487
0.0,266,4382.500108
0.0,518,5059.217599
0.0,267,5338.127677
0.0,258,5621.971792
0.0,325,5907.166766
0.0,244,6188.390779
0.0,348,6610.883069
0.0,180,6755.47811
0.0,243,7066.724769
0.0,505,7639.402798
0.0,375,8074.981573
0.0,570,8641.472034
0.0,259,8916.994668
0.0,415,9485.764435
0.0,358,9785.469234
0.0,307,10217.387376
0.0,480,10772.287322
0.0,301,11049.275514
0.0,325,11470.110194
0.0,301,11749.866948
0.0,364,12175.588028
0.0,528,12742.304877
0.0,251,13022.690425
0.0,266,13313.518355
0.0,695,14044.573101
0.0,281,14468.392874
0.0,386,14885.570973
0.0,402,15302.486378
0.0,530,15872.589468
0.0,356,16298.776807
0.0,323,16586.29538
0.0,483,17175.19631
0.0,277,17469.274206
0.0,204,17755.076991
0.0,344,18047.872189
0.0,256,18335.605939
0.0,240,18622.08397
0.0,224,18898.109424
0.0,234,19177.977746
0.0,300,19494.38768
0.0,518,19946.569442
0.0,203,20145.834654
0.0,653,20784.770812
0.0,446,21197.368335
0.0,209,21480.393284
0.0,515,22023.252649
0.0,516,22585.575694
0.0,352,23006.598928
0.0,320,23301.582026
0.0,438,23872.580683
0.0,610,24457.665076
0.0,231,24747.874791
