#{"t_start": 1782659225.4083028, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,693,81.091739
0.0,541,86.966076
0.0,551,92.818914
0.0,542,98.825716
0.0,367,102.867998
0.0,522,108.580341
0.0,1452,124.169919
0.0,933,133.989095
0.0,375,443.564802
0.0,227,670.103918
0.0,321,1065.387486
0.0,186,1206.96614
0.0,460,1737.297327
0.0,473,2137.999466
0.0,261,2391.503677
0.0,427,2957.859734
0.0,466,3407.873075
0.0,197,3690.491941
0.0,227,3950.775675
0.0,413,4374.175495
0.0,286,4655.07038
0.0,447,5198.100254
0.0,334,5487.782335
0.0,359,5905.474981
0.0,463,6466.656553
0.0,361,6892.901698
0.0,212,7065.436278
0.0,394,7499.765401
0.0,229,7780.461234
0.0,293,8078.96519
0.0,259,8353.667979
0.0,242,8638.668482
0.0,193,8908.958704
0.0,341,9208.967617
0.0,304,9629.864738
0.0,225,9922.160213
0.0,331,10218.595631
0.0,396,10637.869529
0.0,240,10904.072523
0.0,361,11332.596842
0.0,216,11600.558549
0.0,372,12034.849083
0.0,712,12744.976568
0.0,474,13311.890656
0.0,352,13743.969171
0.0,507,14319.77758
0.0,335,14612.395472
0.0,231,14890.765526
0.0,300,15177.468552
0.0,321,15581.563756
0.0,298,15872.350378
0.0,652,16585.659675
0.0,195,16880.677152
0.0,288,17174.502733
0.0,259,17467.768241
0.0,707,18328.258097
0.0,463,18763.783339
0.0,221,19034.963682
0.0,254,19333.866793
0.0,314,19639.367084
0.0,231,19848.688938
0.0,532,20252.093283
0.0,402,20645.380328
0.0,266,21047.777488
0.0,389,21471.971717
0.0,320,21770.389093
0.0,882,22726.864923
0.0,637,23442.375854
0.0,370,23873.092881
0.0,215,24159.078273
0.0,415,24591.268302
0.0,255,24885.467577
