#{"t_start": 1782659226.2821112, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,909,82.586189
0.0,319,86.007977
0.0,333,89.650017
0.0,286,92.624542
0.0,525,98.322834
0.0,625,105.290034
0.0,540,110.886298
0.0,780,119.386988
0.0,824,128.434298
0.0,742,822.505019
0.0,264,1067.631691
0.0,285,1473.207534
0.0,205,1600.594188
0.0,192,1852.206261
0.0,215,1999.689586
0.0,175,2251.892239
0.0,267,2539.615801
0.0,975,3554.103406
0.0,348,3953.800982
0.0,332,4368.074346
0.0,333,4657.589718
0.0,289,5057.501767
0.0,246,5335.610393
0.0,347,5628.135648
0.0,278,5909.089406
0.0,211,6185.887982
0.0,351,6608.596891
0.0,343,6902.093439
0.0,315,7356.892752
0.0,338,7772.98635
0.0,346,8076.284734
0.0,245,8349.084876
0.0,236,8634.950259
0.0,567,9208.031365
0.0,197,9486.103593
0.0,436,9930.694776
0.0,325,10354.405278
0.0,767,11187.791867
0.0,403,11604.387174
0.0,406,12041.884467
0.0,258,12320.395553
0.0,520,12887.315454
0.0,220,13172.328906
0.0,180,13317.515356
0.0,231,13604.407951
0.0,378,14039.604149
0.0,487,14611.112088
0.0,251,14890.100736
0.0,450,15438.251271
0.0,383,15868.286253
0.0,288,16154.795408
0.0,190,16300.709374
0.0,291,16730.489529
0.0,252,16883.507861
0.0,187,17173.188695
0.0,393,17612.202484
0.0,324,18041.592048
0.0,397,18466.507449
0.0,620,19040.693648
0.0,257,19339.816867
0.0,281,19737.902625
0.0,550,20145.702408
0.0,338,20522.302367
0.0,223,20643.326432
0.0,231,20920.485989
0.0,189,21184.00606
0.0,336,21482.093433
0.0,244,21769.819145
0.0,253,22024.107445
0.0,257,22306.815665
0.0,282,22588.186808
0.0,343,23008.197609
0.0,266,23296.713186
0.0,388,23736.213672
0.0,341,24163.094151
0.0,487,24735.296431
0.0,223,24894.129776
