advmean,advstd,best_ret,epcount,eprew,ev_ext,ev_int,mem_available,n_rooms,n_updates,opt_approxkl,opt_auxloss,opt_clipfrac,opt_ent,opt_featvar,opt_gradnorm,opt_maxfeat,opt_maxkl,opt_pg,opt_tot,opt_vf,reset_counter,retextmean,retextstd,retintmean,retintstd,rewintmax_norm,rewintmax_unnorm,rewintmean_norm,rewintmean_unnorm,rewintstd_unnorm,rooms,tcount,time_elapsed,tps,vpredextmean,vpredextstd,vpredintmean,vpredintstd,wait_step,wait_update,eplen,eprooms,rewtotal
0.60794795,0.2676451,-inf,0,nan,-1.0,-0.0003693103790283203,913560662016,0,1,0.0034770523,0.5291606,0.37695312,2.8869045,0.41597307,4.2215586,4.2570243,0.010025366,-0.6838603,-0.019529462,0.13805714,0,-0.0007888953,0.00015946376,0.6071234,0.267572,0.102686614,2.4130666,0.042009167,0.98718727,0.5050407,[],0,262.72819089889526,15.590289629776452,-0.0009236486,0.0002801583,-0.00055501424,0.00028201437,152.11320042610168,135.46604871749878,,,
0.2555278,0.13313304,0.0,3,0.0,-1.0,-0.029103517532348633,901866807296,1,2,0.004606573,0.37599194,0.25,2.87998,0.33164498,1.7006001,4.4895515,0.024720106,-0.26791146,0.11893174,0.013731251,0,0.0013924171,0.0002282282,0.5288801,0.13106821,0.05178074,1.0905867,0.020087829,0.42308235,0.2319955,[1],679,402.9213011264801,29.21684205133663,0.0015350175,0.00063024485,0.27306712,0.016986422,140.19085311889648,124.77806663513184,226.33333333333334,1.0,0.0
0.2136966,0.12863898,0.0,11,0.0,-1.0,-0.041517019271850586,882746859520,1,3,0.0025264034,0.39614782,0.13671875,2.8712878,0.39134276,0.23210393,4.304662,0.01423314,-0.27327138,0.12694785,0.0069426945,0,-0.00019560565,0.00016373413,0.8454162,0.12596071,0.051830664,0.9494774,0.020678585,0.3788076,0.20135868,[1],3344,513.030647277832,37.199384964330626,-0.00026252138,0.00032983863,0.6318534,0.023668062,110.16478133201599,96.10140204429626,304.0,1.0,0.0
0.1850501,0.119072676,0.0,19,0.0,-1.0,-0.05212962627410889,887320522752,1,4,0.0031966926,0.3483946,0.16113281,2.8608212,0.37872458,1.471595,4.7839794,0.015515224,-0.19756675,0.15772563,0.009758594,0,-0.0003298978,0.000118192365,1.0958459,0.11603272,0.05198072,0.87506986,0.021620918,0.3639775,0.18238695,[1],7011,632.1516511440277,34.38520349954851,-0.00038362842,0.00023973334,0.9109034,0.025442423,119.103684425354,104.04926705360413,369.0,1.0,0.0
0.14921743,0.11220553,0.0,29,0.0,-1.0,-0.08812391757965088,878966120448,1,5,0.0032657227,0.31202447,0.09667969,2.8470325,0.37338507,1.4471153,4.665996,0.045818493,-0.14994457,0.16614905,0.0069161872,0,-0.0001789806,6.413504e-05,1.3240049,0.107506685,0.050455663,0.80470514,0.02168515,0.34585118,0.17436148,[1],11379,783.9201488494873,26.98847294064044,-0.00020636516,0.00015258309,1.1748421,0.02904214,151.69928622245789,140.49899196624756,392.37931034482756,1.0,0.0
0.10165324,0.10511978,0.0,41,0.0,0.2512911558151245,-0.11232280731201172,880824672256,1,6,0.0022571064,0.32269388,0.083984375,2.8334386,0.41442218,0.47460034,4.26792,0.03036726,-0.1275135,0.19691715,0.004570204,0,-0.0012022174,0.00022070602,1.490545,0.09964131,0.053834006,0.82016087,0.020813182,0.31708872,0.1609604,[1],17170,902.7336621284485,34.474193379503824,-0.0014921402,0.00012265494,1.3894718,0.029614666,118.80646800994873,104.72925329208374,418.780487804878,1.0,0.0
0.10123602,0.09819724,0.0,50,0.0,0.11763626337051392,-0.05752062797546387,878126411776,1,7,0.0021391953,0.28502744,0.1171875,2.8189702,0.3850519,1.46807,4.8183236,0.010461085,-0.08599354,0.2028045,0.0065895757,0,0.0007587263,0.00014745633,1.6338785,0.09546261,0.0637126,0.934542,0.02212434,0.32452178,0.1487562,[1],21480,1031.317076921463,31.854807721702013,0.00090089254,0.00015499834,1.5323582,0.020803818,128.57763004302979,114.80703806877136,429.6,1.0,0.0
0.047720112,0.08481181,0.0,64,0.0,0.9010719805955887,-0.07319223880767822,878303981568,1,8,0.0007049212,0.24181923,0.0,2.816319,0.3642528,1.2026441,4.411614,0.0032651338,-0.020280479,0.22349702,0.0047745886,0,-0.00010492653,0.000120685465,1.723273,0.08187017,0.055144563,0.78517944,0.020064585,0.28569084,0.13706228,[1],26468,1171.0371496677399,29.315759292555992,-0.00012849184,0.00014434189,1.6756,0.020825284,139.70783066749573,127.87910151481628,413.5625,1.0,0.0
0.039759636,0.07758927,0.0,77,0.0,0.893048845231533,-0.05218172073364258,873289396224,1,9,0.0011049001,0.2562014,0.057617188,2.810781,0.41104192,0.40488973,4.207957,0.005253854,-0.04287418,0.21364714,0.0031307165,0,-0.00011767463,0.00014651533,1.7835755,0.0756338,0.055583347,0.77475303,0.019874893,0.27702785,0.12353698,[1],31079,1305.4337730407715,30.476956224542967,-0.0001360794,0.00017467665,1.7438526,0.014600389,134.3914008140564,119.94283318519592,403.6233766233766,1.0,0.0
0.024714451,0.075831756,0.0,91,0.0,0.7684882879257202,-0.015892863273620605,874604023808,1,10,0.0014692012,0.24583705,0.083984375,2.8016405,0.4275606,0.32256687,4.8833957,0.0074628964,-0.021584716,0.22398692,0.0025362268,0,-0.00016702994,0.00011481021,1.8253926,0.07524761,0.05172515,0.7070874,0.019494241,0.26648802,0.12250457,[1],35654,1441.5062594413757,30.101603100062608,-0.00021170176,0.00014149769,1.8007674,0.011445922,136.06812620162964,121.27770233154297,391.8021978021978,1.0,0.0
