#{"t_start": 1782659226.5756397, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,485,77.54552
0.0,312,81.092433
0.0,905,90.79496
0.0,644,97.804877
0.0,385,101.996722
0.0,952,112.024976
0.0,1406,127.443578
0.0,239,129.990389
0.0,527,135.520597
0.0,875,939.595364
0.0,328,1338.429087
0.0,221,1597.638984
0.0,207,1738.799092
0.0,387,2134.898602
0.0,276,2390.097845
0.0,299,2822.80965
0.0,245,3098.058332
0.0,533,3688.200229
0.0,266,3951.103938
0.0,215,4223.687403
0.0,454,4652.538
0.0,686,5349.826325
0.0,218,5627.506107
0.0,308,6036.993066
0.0,343,6325.21732
0.0,319,6749.708469
0.0,340,7068.7357
0.0,354,7496.998557
0.0,339,7926.800937
0.0,338,8215.396132
0.0,264,8630.526908
0.0,262,8904.991341
0.0,544,9485.019238
0.0,377,9923.599813
0.0,515,10490.09677
0.0,483,11041.308179
0.0,376,11467.437449
0.0,622,12044.143641
0.0,315,12456.912331
0.0,410,12883.344767
0.0,405,13314.927142
0.0,222,13600.005136
0.0,304,13897.098224
0.0,265,14183.492413
0.0,279,14603.765259
0.0,232,14752.893829
0.0,459,15305.031013
0.0,321,15585.885422
0.0,331,16012.894025
0.0,376,16441.107516
0.0,303,16735.317354
0.0,386,17174.722454
0.0,262,17468.310333
0.0,302,17899.42577
0.0,254,18184.605919
0.0,483,18755.350559
0.0,318,19035.806619
0.0,239,19332.70002
0.0,416,19743.794436
0.0,310,20035.791034
0.0,443,20408.536657
0.0,294,20641.912344
0.0,387,21056.901181
0.0,513,21628.501578
0.0,236,21903.691327
0.0,357,22305.337289
0.0,302,22587.314615
0.0,235,22864.80424
0.0,298,23287.817624
0.0,295,23584.504745
0.0,296,23875.398462
0.0,178,24157.952437
0.0,639,24882.118987
