#{"t_start": 1782659224.000607, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,522,80.745212
0.0,535,86.31807
0.0,520,92.06729
0.0,205,94.200439
0.0,693,101.798823
0.0,406,106.202583
0.0,676,113.307067
0.0,566,119.679022
0.0,478,124.628437
0.0,718,132.498701
0.0,216,134.884756
0.0,677,820.689276
0.0,480,1339.285079
0.0,407,1738.523341
0.0,302,1999.099487
0.0,255,2256.674723
0.0,422,2696.093987
0.0,538,3394.87746
0.0,242,3556.48967
0.0,283,3948.909733
0.0,424,4375.295702
0.0,275,4655.091939
0.0,438,5195.515634
0.0,392,5621.684442
0.0,542,6183.671594
0.0,182,6327.483747
0.0,270,6621.075632
0.0,331,7064.784386
0.0,412,7498.683374
0.0,405,7936.367354
0.0,363,8350.99822
0.0,487,8912.093505
0.0,195,9199.576205
0.0,422,9631.070362
0.0,673,10357.665635
0.0,223,10634.066814
0.0,256,10899.990388
0.0,515,11474.976134
0.0,304,11752.204479
0.0,239,12041.774359
0.0,260,12322.21411
0.0,281,12606.578638
0.0,311,13021.57442
0.0,363,13452.855069
0.0,348,13756.184286
0.0,295,14174.870128
0.0,293,14472.517893
0.0,492,15029.970494
0.0,353,15314.375274
0.0,205,15583.804724
0.0,299,15876.167763
0.0,434,16442.566053
0.0,368,16881.482322
0.0,196,17031.577511
0.0,188,17325.200895
0.0,343,17616.070833
0.0,538,18329.603657
0.0,222,18477.096898
0.0,358,18898.988682
0.0,1116,20041.906678
0.0,515,20527.48366
0.0,269,20786.191772
0.0,313,21060.369688
0.0,239,21339.280298
0.0,378,21772.146822
0.0,628,22446.379354
0.0,300,22735.182595
0.0,334,23153.567406
0.0,413,23592.366587
0.0,481,24168.133633
0.0,308,24456.880929
