#{"t_start": 1782659225.1986275, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,245,45.640206
0.0,726,84.122885
0.0,235,86.818403
0.0,735,94.871552
0.0,398,99.121828
0.0,528,104.874208
0.0,741,112.805095
0.0,594,119.171109
0.0,403,123.508248
0.0,215,126.000337
0.0,597,132.394086
0.0,593,138.586656
0.0,327,142.203592
0.0,237,304.489028
0.0,541,936.244657
0.0,221,1068.501485
0.0,218,1340.386122
0.0,267,1601.273745
0.0,354,1996.613969
0.0,303,2256.990791
0.0,390,2694.282633
0.0,202,2958.969803
0.0,400,3400.69156
0.0,278,3694.068888
0.0,191,3947.582072
0.0,695,4653.794765
0.0,524,5204.685151
0.0,473,5763.26817
0.0,254,6042.671606
0.0,350,6464.082808
0.0,546,7062.474626
0.0,406,7495.169088
0.0,357,7927.273584
0.0,218,8205.467192
0.0,296,8492.066679
0.0,516,9057.993489
0.0,250,9344.700203
0.0,224,9626.192574
0.0,251,9922.106788
0.0,280,10212.779521
0.0,210,10360.980128
0.0,386,10782.772074
0.0,348,11189.338907
0.0,365,11603.417968
0.0,239,11892.774061
0.0,268,12175.990966
0.0,560,12746.681718
0.0,571,13455.469206
0.0,366,13887.216571
0.0,228,14044.085655
0.0,477,14612.413572
0.0,557,15179.605869
0.0,302,15581.627986
0.0,307,15872.769196
0.0,283,16160.285725
0.0,247,16443.658159
0.0,218,16734.769758
0.0,340,17172.697584
0.0,418,17612.992173
0.0,346,18043.382069
0.0,240,18328.276848
0.0,181,18473.290773
0.0,216,18757.786344
0.0,387,19174.671254
0.0,288,19490.692491
0.0,276,19744.207975
0.0,357,20040.851904
0.0,420,20410.990548
0.0,484,20918.970407
0.0,550,21482.495275
0.0,450,22018.454949
0.0,241,22299.902045
0.0,277,22581.387352
0.0,323,22869.278879
0.0,302,23290.686591
0.0,432,23734.773896
0.0,417,24170.369807
0.0,279,24456.478215
0.0,237,24747.572211
