#{"t_start": 1782659225.183529, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,371,70.037322
0.0,445,82.622598
0.0,322,85.88834
0.0,627,92.886127
0.0,416,97.627409
0.0,569,103.584074
0.0,1044,114.627919
0.0,399,119.114074
0.0,284,122.082099
0.0,504,127.602858
0.0,737,135.492422
0.0,516,664.923104
0.0,419,1066.150085
0.0,306,1341.611677
0.0,333,1737.722538
0.0,576,2257.789441
0.0,266,2545.311671
0.0,212,2828.708252
0.0,700,3555.78869
0.0,188,3834.544697
0.0,184,3959.493615
0.0,376,4376.985739
0.0,274,4661.09858
0.0,461,5202.78364
0.0,458,5760.800795
0.0,249,6038.386201
0.0,405,6467.10122
0.0,236,6748.583335
0.0,479,7220.930498
0.0,704,8071.492586
0.0,414,8494.584585
0.0,219,8770.910629
0.0,245,9055.190229
0.0,276,9345.69345
0.0,353,9773.613219
0.0,178,9928.209431
0.0,641,10636.199477
0.0,441,11054.420955
0.0,297,11472.988136
0.0,299,11750.893465
0.0,492,12319.4142
0.0,413,12746.287422
0.0,619,13458.500146
0.0,343,13889.392786
0.0,323,14182.103429
0.0,426,14742.214058
0.0,457,15174.717093
0.0,304,15579.801345
0.0,296,15871.416061
0.0,514,16441.512161
0.0,259,16733.683763
0.0,261,17028.789754
0.0,199,17176.38911
0.0,387,17615.404647
0.0,288,18043.718023
0.0,267,18330.700731
0.0,222,18613.520821
0.0,277,18894.3927
0.0,458,19339.107691
0.0,234,19635.703495
0.0,294,19851.844146
0.0,359,20150.000249
0.0,461,20635.822303
0.0,297,20921.192662
0.0,451,21473.787493
0.0,351,21775.544838
0.0,339,22163.601671
0.0,203,22439.203004
0.0,657,23149.391187
0.0,381,23583.183456
0.0,617,24303.800525
0.0,376,24735.486567
