#{"t_start": 1782685234.6984518, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,504,43.442421
0.0,386,47.776745
0.0,306,51.242481
0.0,753,59.011391
0.0,530,64.571215
0.0,384,68.479995
0.0,783,76.467026
0.0,444,81.137337
0.0,388,85.425994
0.0,391,90.119325
0.0,362,93.683028
0.0,557,100.003268
0.0,834,1080.007437
0.0,189,1248.10889
0.0,394,1910.175437
0.0,390,2400.014412
0.0,241,2571.709725
0.0,254,2889.110152
0.0,266,3355.408441
0.0,187,3513.987064
0.0,296,3841.044575
0.0,513,4424.475851
0.0,386,4875.683027
0.0,243,5179.469435
0.0,378,5615.185779
0.0,371,6035.673715
0.0,234,6324.338794
0.0,244,6612.982441
0.0,329,6916.484365
0.0,423,7521.510385
0.0,347,7836.902401
0.0,323,8298.693654
0.0,261,8607.774217
0.0,195,8921.670552
0.0,427,9383.594288
0.0,272,9683.922745
0.0,248,9980.887668
0.0,381,10433.76863
0.0,177,10583.742985
0.0,227,10852.510033
0.0,208,11099.670271
0.0,196,11248.082631
0.0,197,11527.473825
0.0,196,11690.970044
0.0,316,12158.16732
0.0,474,12603.081723
0.0,225,12884.287254
0.0,441,13454.077614
0.0,552,14064.49117
0.0,228,14347.968164
0.0,213,14497.113522
0.0,505,15015.296525
0.0,278,15416.894578
0.0,310,15662.802232
0.0,444,16082.57974
0.0,309,16432.003205
0.0,299,16726.012555
0.0,207,16971.681971
0.0,214,17123.501431
0.0,359,17597.993295
0.0,177,17900.207175
0.0,371,18315.590075
0.0,365,18557.307147
0.0,315,18981.766639
0.0,419,19440.192513
0.0,245,19736.093811
0.0,289,20044.285951
0.0,488,20601.382304
0.0,270,20906.985452
0.0,394,21360.197141
0.0,370,21827.044806
0.0,302,22287.422508
0.0,367,22601.001214
0.0,420,23179.770687
0.0,308,23457.375011
0.0,516,24033.205688
0.0,543,24646.697238
