#{"t_start": 1782685234.0844922, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,298,41.834752
0.0,708,49.701115
0.0,442,54.495983
0.0,632,60.986349
0.0,367,64.90829
0.0,356,68.287362
0.0,533,73.933685
0.0,358,77.447722
0.0,200,79.728806
0.0,415,84.330165
0.0,739,92.584671
0.0,529,98.060373
0.0,387,102.300063
0.0,514,731.486376
0.0,458,1247.199095
0.0,586,2079.601706
0.0,319,2408.500186
0.0,262,2729.881767
0.0,200,3042.617546
0.0,220,3210.895505
0.0,538,3990.782161
0.0,306,4277.883175
0.0,210,4561.894166
0.0,242,4863.358249
0.0,482,5335.985702
0.0,330,5750.319233
0.0,478,6321.501356
0.0,292,6615.489992
0.0,593,7363.019398
0.0,465,7836.187925
0.0,297,8295.917441
0.0,489,8772.303921
0.0,362,9237.680604
0.0,567,9975.529164
0.0,208,10133.284462
0.0,221,10436.486521
0.0,452,10975.580477
0.0,432,11387.916015
0.0,425,11843.582601
0.0,387,12308.083599
0.0,596,13019.480602
0.0,283,13310.51044
0.0,518,13919.932466
0.0,237,14206.808197
0.0,241,14493.191793
0.0,363,14875.52594
0.0,481,15296.942535
0.0,292,15661.486388
0.0,310,15952.086026
0.0,257,16200.509665
0.0,361,16579.283543
0.0,298,16854.52768
0.0,331,17279.208788
0.0,461,17900.422406
0.0,457,18323.092009
0.0,350,18691.385295
0.0,348,19136.132183
0.0,204,19299.155302
0.0,476,19885.995522
0.0,260,20176.490475
0.0,315,20469.40469
0.0,398,20911.081576
0.0,469,21515.90084
0.0,507,22148.890236
0.0,281,22450.297002
0.0,231,22744.906427
0.0,430,23188.099892
0.0,231,23460.209481
0.0,340,23886.196441
0.0,387,24332.895559
0.0,313,24647.33518
