#{"t_start": 1782685233.8788185, "env_id": "MontezumaRevengeNoFrameskip-v4"}
r,l,t
0.0,295,42.008502
0.0,334,45.711997
0.0,533,51.803941
0.0,364,55.400846
0.0,473,60.186886
0.0,493,65.495816
0.0,808,73.535881
0.0,745,81.600707
0.0,397,85.93528
0.0,493,91.487829
0.0,387,95.530617
0.0,364,99.52762
0.0,408,103.936447
0.0,995,1248.09823
0.0,334,1745.203772
0.0,389,2243.29231
0.0,208,2564.806857
0.0,334,2887.513318
0.0,323,3356.40388
0.0,307,3680.623818
0.0,282,4001.486722
0.0,459,4564.492466
0.0,435,5034.811908
0.0,302,5467.437244
0.0,232,5618.817183
0.0,271,6027.988822
0.0,336,6329.190304
0.0,297,6622.890671
0.0,598,7370.39775
0.0,545,7994.998815
0.0,233,8301.800778
0.0,416,8773.936682
0.0,243,9084.290608
0.0,252,9389.897845
0.0,454,9981.706387
0.0,216,10269.292452
0.0,272,10576.31235
0.0,550,11104.496109
0.0,268,11389.302047
0.0,323,11832.835404
0.0,308,12162.391784
0.0,285,12455.492921
0.0,449,13019.487632
0.0,241,13303.510818
0.0,454,13750.003289
0.0,365,14207.205034
0.0,251,14494.048387
0.0,469,15008.727001
0.0,283,15292.406213
0.0,234,15540.623894
0.0,536,16078.813323
0.0,380,16433.389832
0.0,274,16724.71254
0.0,485,17278.103816
0.0,238,17592.705998
0.0,336,17908.933648
0.0,302,18318.706705
0.0,427,18693.403175
0.0,281,18985.49647
0.0,242,19299.214418
0.0,213,19580.306711
0.0,230,19879.859919
0.0,354,20183.323103
0.0,320,20599.302583
0.0,364,21035.51031
0.0,394,21510.095286
0.0,558,22149.01064
0.0,622,22890.606482
0.0,438,23312.603201
0.0,282,23736.287217
0.0,642,24489.022911
0.0,245,24648.615433
